TEFF,LOGG,FEH,LI1,eTEFF,eLOGG,eFEH,eLI1,spectra
5165.578531901042,3.6398558417956033,0.2885423793147008,1.3268916408220928,25.70132095849367,0.04375085211337922,0.018682142341392514,0.04110736334492988,gir_17041036-3754145_H665.0.fit
4968.570170084636,2.605861117442449,-1.1714310944080353,0.9529573693871498,18.140268096391498,0.0675207439042844,0.022072632132619816,0.03676072987443064,gir_03122421-5512297_H665.0.fit
6675.929789225261,4.020437618096669,-0.18076798878610134,2.89250980814298,24.690469017231013,0.028541643428225474,0.019944829172549996,0.04037204589750101,gir_07381914-1452279_H665.0.fit
6457.393941243489,4.200124263763428,-0.017274000972975045,2.973350683848063,16.675188496201496,0.021614731120916168,0.011244416901053454,0.025899604917138327,gir_13360912-6200130_H665.0.fit
4710.989420572917,2.544462889432907,-0.18558664247393608,0.2764865017185609,12.505549431358775,0.01845012983059234,0.01463446755189588,0.026703966344219437,gir_08091822-4916256_H665.0.fit
6091.927490234375,4.289917230606079,-0.03927203523926437,2.5258257587750754,14.747131388621364,0.019895500754506967,0.014088958220506174,0.019205805076161094,gar_08520580+1142246_H665.0.fit
4714.0791422526045,2.587555766105652,-0.19680514248708883,0.49652835230032605,12.123523818863571,0.027835390770112076,0.0202730766374341,0.030479864102054964,gir_08101890-4713018_H665.0.fit
5130.824055989583,3.3884868919849396,-1.133677676320076,1.2113525718450546,18.50939296602964,0.05570644490378399,0.02218524199414199,0.03398628604723183,gar_09104826-6448062_H665.0.fit
5619.394632975261,4.255478183428447,-0.08930702786892653,1.279873048265775,26.102025480931864,0.0373076525760006,0.02461226233605347,0.03754702695224453,gir_10351664-5844351_H665.0.fit
5956.856140136719,4.498245398203532,0.3033602175613244,2.071074441075325,15.239956567086647,0.032097485387300145,0.01081731419175558,0.0459548402509375,gir_16133479-5411082_H665.0.fit
5499.960998535156,4.535882274309794,-0.0897091714044412,1.5717706382274628,25.975015096944773,0.025398223182165874,0.019145240316441065,0.03395274290375861,gir_07163912+1345408_H665.0.fit
5369.777994791667,4.429408013820648,-0.26943028531968594,1.1036681433518727,22.990044581838006,0.027777317517822534,0.019493143622404827,0.043511297366316495,gir_17403918-3216195_H665.0.fit
5006.223002115886,3.433855881293615,-0.13297116477042437,0.8850008423129717,18.33404746388535,0.048589975358377155,0.019001530702106053,0.03757044642660842,gir_07465500-0437433_H665.0.fit
6289.419453938802,4.154149055480957,-0.18362361999849477,2.5773487786451974,18.800819789778632,0.018005251042186712,0.015194800634366757,0.02565794029899534,gir_06403376+0932570_H665.0.fit
6026.533264160156,4.265446623166402,-0.16530712321400642,2.4749082028865814,16.05645415481601,0.0245946138499548,0.013007292138715832,0.028122601183096906,gir_07464671-0440377_H665.0.fit
5627.2655029296875,4.278540074825287,0.21565953145424524,1.1455224057038624,21.396253145524692,0.02213836776184101,0.01161262647009543,0.051890382443312906,gir_07390694+2134146_H665.0.fit
5075.980855305989,3.7356233100096383,0.15830708605547747,1.1366041352351506,20.75157871520926,0.035652544835509385,0.01388447616665149,0.04102766806084873,gir_11031004-5900314_H665.0.fit
6004.762776692708,4.319960514704387,-0.09022437920793891,2.3868957261244454,23.869731331586067,0.05155524033922283,0.021598451170617032,0.048016288631473864,gir_06573342+0819443_H665.0.fit
5237.385518391927,3.7103721598784127,-0.0008096687264090482,1.1473673184712727,19.831644073597616,0.04084129216608782,0.013569522113028332,0.037419290998393,gir_08110044-4919466_H665.0.fit
5791.566345214844,4.422743121782939,0.14090943336486816,1.8582128882408142,16.934182408898057,0.027312465727611444,0.013958919660500316,0.04050352156116056,gir_19275015+0100467_H665.0.fit
6332.494812011719,4.149070839087169,-0.14963348427166542,2.777644465366999,19.19956414234457,0.02090458922226667,0.013604298336841797,0.02663343735782544,gir_18263562+0619455_H665.0.fit
4549.9189860026045,2.538066824277242,0.2583141718059778,0.41597043847044307,12.217511209321733,0.025997136740482093,0.01443833531419216,0.025329257827809714,gir_10411904-6444484_H665.0.fit
4610.4393310546875,2.34328622619311,-0.3837217688560486,0.36593133335312206,13.64864128108418,0.027612256974903247,0.02342916813104807,0.02627363785521181,gir_18281914+0643313_H665.0.fit
6025.4564208984375,4.13599568605423,-0.237681337321798,2.7058731019496918,24.376605032484417,0.023082783093126044,0.013502130005995828,0.02718112914912867,gir_07464060-0434317_H665.0.fit
5977.531107584636,3.6487933099269867,-1.6815994729598363,2.3223926723003387,27.130252160261023,0.039647990463282747,0.03434751930251948,0.04601827330270408,gar_19101610-6000035_H665.0.fit
4805.969319661458,2.46678164601326,-1.23102963467439,0.5514016759892305,19.025670787560035,0.05359735280379402,0.02450293144211427,0.036115240136879855,gir_03121487-5510563_H665.0.fit
6152.753173828125,4.086706558863322,-0.3275309105714162,2.268597980340322,29.090321388658662,0.029576000972548012,0.01839917180925323,0.03607727390032352,gir_07461024-0439165_H665.0.fit
4610.364827473958,2.638050357500712,-0.013945263815912767,0.639709584414959,17.10711689490265,0.022129457291557755,0.02334568621923621,0.03493480675343781,gir_19274998+0022227_H665.0.fit
4624.5800374348955,2.2771150966485343,-0.5904811273018519,0.17070095924039683,18.21997158908122,0.029419402645368006,0.023306437376889807,0.03988593957109562,gar_00232265-7211417_H665.0.fit
5008.733561197917,2.7959009309609733,-1.1592445621887844,1.0293891429901123,15.824252409993237,0.04225236204554165,0.022451613597834465,0.03383591850962121,gar_01023043-7055071_H665.0.fit
5760.272074381511,4.124072988828023,-0.717913252611955,1.9652665108442307,21.082072435769213,0.027994183464990854,0.029890678989447347,0.03440288946853901,gar_00244128-7158107_H665.0.fit
5004.286153157552,3.2594456672668457,-0.36489603916804,0.7327995995680491,18.9649394183742,0.04596691699504165,0.020776323579279766,0.039372370711230446,gir_06362340+0931154_H665.0.fit
5267.232076009114,4.282323022683461,-0.17459025202939907,1.6006723791360855,24.329482478001395,0.03628218286750175,0.024361739620589577,0.03373290364567112,gir_18272799+0623259_H665.0.fit
5747.226745605469,4.342485845088959,-0.057489592504377164,1.781376798947652,20.3860223565865,0.027791772732423656,0.015012214771188285,0.04113796461635222,gir_07384894-1450010_H665.0.fit
4931.4879150390625,3.2107769747575126,-0.30403654153148335,0.6316491762797037,18.702342737129513,0.05005502246882236,0.025762818095665583,0.03363320924149791,gir_07163429-1318592_H665.0.fit
5087.647542317708,2.6651061375935874,-1.5278107573588688,1.2213673094908397,24.230643382790884,0.06445456761228609,0.03369658537880342,0.037224635995646446,gar_05240576-2432148_H665.0.fit
6605.534322102864,4.040640552838643,-0.13358368445187807,3.0699536899725595,23.13675165503232,0.025643744144277277,0.01246402875324169,0.03548878303186726,gir_18264441+0624261_H665.0.fit
6185.8201090494795,4.366089443365733,0.17188631122310957,2.8680908481280007,20.948769501886883,0.02871651782662236,0.016262138312003904,0.028686884729839005,gir_10445675-5935149_H665.0.fit
4766.782165527344,2.658409506082535,-0.211766525482138,0.29803792263070744,14.039950228841654,0.02687791308980667,0.012282357889084482,0.02747267044151177,gir_19264247-0000582_H665.0.fit
6092.205220540364,4.2260240117708845,0.16471023733417192,2.0506223142147064,23.092367011450936,0.024375815506875356,0.015878879912425897,0.04661918200905274,gar_16590689-5242252_H665.0.fit
6476.9498291015625,4.193268597126007,0.01804357945123532,2.680402328570684,18.68405109241622,0.01656796609095145,0.01429290566226111,0.02742531128914719,gir_11030740-5845221_H665.0.fit
5952.971944173177,4.2196036378542585,-0.44223160048325855,2.42350302139918,24.81564955775568,0.025138097541971317,0.023995457416272938,0.03370743516762533,gir_18270598+0618270_H665.0.fit
4491.026204427083,2.3968242406845093,0.1263636595879992,0.283996590723594,11.235409004778932,0.022810662807165344,0.013176899700351248,0.026414013617613967,gir_19255688+0031057_H665.0.fit
4703.208557128906,2.695335646470388,0.0016564951656619087,0.3353360705077648,18.471207630176867,0.021821962699380585,0.01825124649070378,0.030805601430463563,gir_06404128+0917570_H665.0.fit
5029.864501953125,4.399116138617198,-0.008076762396134049,2.357545663913091,16.56744586465254,0.033273962525390985,0.012751826427961743,0.03992351047583846,gir_06074080+2414234_H665.0.fit
6177.994303385417,4.236370424429576,-0.5094576105475426,2.526258965333303,19.89113049024231,0.02854343763564228,0.021203177561231155,0.03441196330579865,gir_06580859+0625019_H665.0.fit
5917.281473795573,4.393305420875549,-0.11059757880866528,2.3818765580654144,19.9771618132087,0.022500394010831502,0.014099830722657905,0.03801253682532823,gir_06572973+0812015_H665.0.fit
4970.481201171875,2.881177932024002,-0.7236989513039589,0.5392881582180659,21.989773167312244,0.055272665148266203,0.024536308513516254,0.04354981900609087,gir_19271602+0059367_H665.0.fit
5688.7844645182295,4.262017885843913,0.2150150357435147,1.243205040693283,15.198909054679481,0.01787328713131327,0.010613636930082144,0.04291742494545664,gir_07375598+2131263_H665.0.fit
6101.549540201823,4.376887500286102,-0.17931651572386423,2.4302868644396463,19.173117344768055,0.03545161468548797,0.018057145993534925,0.023883390777417572,gir_07472024-0442480_H665.0.fit
4752.608866373698,2.764435569445292,-0.09411824789519112,0.4236554354429245,14.499184089126844,0.03181082759256346,0.020026525388945043,0.03503813243396382,gir_07431783-3800543_H665.0.fit
4761.9516194661455,4.587565918763478,-0.09070183429867029,0.4086676239967346,14.546841727495414,0.032201142819775534,0.015931560889327148,0.03235481573294689,gir_19261020-0023543_H665.0.fit
5853.632710774739,4.37347024679184,-0.14787064958363771,2.2538414200146994,17.84582129100659,0.029213761928037152,0.018567778175937095,0.027656195126520986,gir_06355991+0924207_H665.0.fit
6285.1316324869795,4.140808443228404,-0.09654110639045636,1.8404875546693802,18.006721972141943,0.025054907563667152,0.016237165881351226,0.043359716990199346,gir_17405223-3216426_H665.0.fit
4681.870137532552,2.9618327716986337,0.14736890917023024,0.3403106903036435,13.484872160137483,0.02396488416608327,0.014694682781770317,0.027328905036176954,gir_08412444-5336332_H665.0.fit
4693.8964436848955,2.6573895613352456,-0.12213209675004084,0.417071466644605,10.726841606364085,0.021327922989675,0.019583318026644966,0.022012723331932944,gir_19272655+0146433_H665.0.fit
6459.0446370442705,4.12175718943278,-0.1398343757415811,2.704336335261663,24.694003431569126,0.02042782876646041,0.01676622284147291,0.034003583065980364,gir_07382506+2134102_H665.0.fit
